number for sorting purposes,protein name,family,gene ID,synonym,clone,all gene IDs,subgenome
350028,ZmGBP28,GeBP,Zm00001eb190050,,,Zm00001eb190050,
350029,ZmGBP29,GeBP,Zm00001eb367480,,,Zm00001eb367480 GRMZM5G891518 Zm00001d012358,
360001,ZmHMG1,HMG,,HMG101,,AC186524.3_FG005 Zm00001d031233,
360002,ZmHMG2,HMG,Zm00001eb073900,NFD102,pUT6535,Zm00001eb073900 GRMZM2G145968 Zm00001d002659,1
360003,ZmHMG3,HMG,Zm00001eb104350,HMG103,pUT5556,GRMZM2G162284 Zm00001eb104350 Zm00001d006306,2
360004,ZmHMG4,HMG,Zm00001eb157450,HMG4,,GRMZM2G024247 Zm00001d043946 Zm00001eb157450,1
360005,ZmHMG5,HMG,Zm00001eb185120,HMG5,,GRMZM2G144398 Zm00001d051142 Zm00001eb185120,
360006,ZmHMG6,HMG,Zm00001eb187040,HMG3,pUT5340,GRMZM2G156785 Zm00001d051427 Zm00001eb187040,2
360007,ZmHMG7,HMG,Zm00001eb198700,NFD106,pUT5741,Zm00001eb198700 Zm00001d052749 GRMZM2G125648,
360008,ZmHMG8,HMG,Zm00001eb228620,HMG1,pUT5351,GRMZM5G834758 Zm00001d014858 Zm00001eb228620,
360009,ZmHMG9,HMG,Zm00001eb238060,HMG9,pUT6813,Zm00001d016082 Zm00001eb238060 GRMZM2G060253,1
360010,ZmHMG10,HMG,Zm00001eb250190,HMG2,pUT5584,Zm00001d017555 Zm00001eb250190 GRMZM2G013821,1
360011,ZmHMG11,HMG,Zm00001eb271910,HMG11,,Zm00001eb271910 Zm00001d036355 GRMZM2G150348,
360012,ZmHMG12,HMG,Zm00001eb282920,HMG12,,Zm00001eb282920 Zm00001d037615 GRMZM5G842484,
360013,ZmHMG13,HMG,Zm00001eb320870,HMG13,pUT5328,Zm00001eb320870 Zm00001d021433 GRMZM2G066528,1
360014,ZmHMG14,HMG,Zm00001eb337810,NFD110,pUT5667,Zm00001d008847 Zm00001eb337810 GRMZM2G032252,
360015,ZmHMG15,HMG,Zm00001eb104320,,,Zm00001eb104320 Zm00001d006298,
370001,ZmHRT1,HRT,Zm00001eb325970,,,Zm00001d021968 Zm00001eb325970,
380001,ZmHSF1,HSF,Zm00001eb100770,HSFTF1,pUT5696,Zm00001d005888 GRMZM2G002131 Zm00001eb100770,2
380002,ZmHSF2,HSF,Zm00001eb100410,HSFTF2,pUT6087,GRMZM2G088242 Zm00001eb100410 Zm00001d005843,2
380003,ZmHSF3,HSF,Zm00001eb160080,HSFTF3,pUT1392,Zm00001d044259 Zm00001eb160080 GRMZM2G005815,1
380004,ZmHSF4,HSF,Zm00001eb301280,HSFTF4,pUT3231,Zm00001eb301280 GRMZM2G125969 Zm00001d018941,1
380005,ZmHSF5,HSF,Zm00001eb064860,HSFTF5,,GRMZM2G115456 Zm00001d034886 Zm00001eb064860,1
380006,ZmHSF6,HSF,Zm00001eb242480,HSFTF6,pUT5199,Zm00001d016674 GRMZM2G059851 Zm00001eb242480,1
380007,ZmHSF7,HSF,Zm00001eb198620,HSFTF7,pUT4961,Zm00001d052738 Zm00001eb198620 GRMZM2G098696,2
380008,ZmHSF8,HSF,Zm00001eb037600,HSFTF8,pUT4740,Zm00001eb037600 Zm00001d031736 GRMZM2G164909,1
380009,ZmHSF9,HSF,Zm00001eb399800,HSFTF9,,Zm00001d048041 Zm00001eb399800 GRMZM2G026742,2
380010,ZmHSF10,HSF,Zm00001eb319350,HSFTF10,pUT4962,Zm00001d021264 GRMZM2G465685 Zm00001eb319350 GRMZM2G165272 Zm00001d021263,1
380011,ZmHSF11,HSF,Zm00001eb060680,HSFTF11,,GRMZM2G133023 Zm00001d034433 GRMZM2G132971 Zm00001eb060680 Zm00001eb060670,1
380012,ZmHSF12,HSF,Zm00001eb384070,HSFTF12,,GRMZM2G173090 Zm00001d046204 Zm00001eb384070,1
380013,ZmHSF13,HSF,Zm00001eb004670,HSFTF13,pUT3138,GRMZM2G165972 Zm00001eb004670 Zm00001d027757,1
380014,ZmHSF14,HSF,Zm00001eb009210,HSFTF14,pUT3097,GRMZM2G118529 Zm00001d028269 Zm00001eb009210 GRMZM2G118485 Zm00001eb009170,1
380015,ZmHSF15,HSF,Zm00001eb293250,HSFTF15,pUT4738,AC206165.3_FG007 Zm00001d038746 Zm00001eb293250,1
380016,ZmHSF16,HSF,Zm00001eb353730,HSFTF16,,AC205471.4_FG003 Zm00001d010811 Zm00001eb353730 Zm00001eb353720 Zm00001eb353710 Zm00001eb353700 Zm00001d010812,2
380017,ZmHSF17,HSF,Zm00001eb056980,HSFTF17,pUT6236,Zm00001eb056980 GRMZM2G003489 Zm00001d033987 Zm00001eb056970,1
380018,ZmHSF18,HSF,Zm00001eb239380,HSFTF18,,GRMZM2G105348 Zm00001d016255 Zm00001eb239380,1
380019,ZmHSF19,HSF,Zm00001eb017880,HSFTF19,,Zm00001d029270 Zm00001eb017880 AC216247.3_FG001,
380020,ZmHSF20,HSF,Zm00001eb428800,HSFTF20,pUT4737,Zm00001eb428800 GRMZM2G301485 Zm00001d026094,2
380021,ZmHSF21,HSF,Zm00001eb314890,HSFTF21,pUT5697,Zm00001eb314890 GRMZM2G139535 Zm00001d020714,1
380022,ZmHSF22,HSF,Zm00001eb210530,HSFTF22,,GRMZM2G384339 Zm00001d012823 Zm00001eb210530,2
380023,ZmHSF23,HSF,Zm00001eb159390,HSFTF23,pUT4739,Zm00001d044168 GRMZM2G089525 Zm00001eb159390,1
380024,ZmHSF24,HSF,Zm00001eb047760,HSFTF24,pUT5950,GRMZM2G010871 Zm00001eb047760 Zm00001d032923,1
380025,ZmHSF25,HSF,Zm00001eb358700,HSFTF25,pUT4736,GRMZM2G086880 Zm00001d011406 Zm00001eb358700,2
380026,ZmHSF26,HSF,Zm00001eb371000,HSTF2,pUT6204,Zm00001eb371000 GRMZM2G118453 Zm00001d012749,2
380027,ZmHSF27,HSF,Zm00001eb328900,HSFTF27,pUT6798,Zm00001d022295 Zm00001eb328900 GRMZM2G025685,
380028,ZmHSF28,HSF,Zm00001eb384760,HSFTF28,pUT3115,GRMZM2G118047 Zm00001eb384760 Zm00001d046299 Zm00001eb384750,1
380029,ZmHSF29,HSF,,HSFTF29,,GRMZM2G179802,1
380030,ZmHSF30,HSF,Zm00001eb314790,,,Zm00001d020704 Zm00001eb314790,
380031,ZmHSF31,HSF,Zm00001eb241300,,,Zm00001eb241300 Zm00001d016520,
390001,ZmHB1,Homeobox,Zm00001eb055920,KN1,pUT4067,Zm00001eb055920 Zm00001d033859 GRMZM2G017087,1
390002,ZmHB2,Homeobox,Zm00001eb239680,HBTF2,pUT6297,Zm00001d016298 GRMZM2G161435 Zm00001eb239680,1
390004,ZmHB4,Homeobox,Zm00001eb377500,HB4,pUT6272,GRMZM2G106276 Zm00001eb377500 Zm00001d045400,1
390005,ZmHB5,Homeobox,Zm00001eb006710,HB5,pUT3181,Zm00001eb006710 GRMZM2G132367 Zm00001d027991 Zm00001eb006700,
390006,ZmHB6,Homeobox,Zm00001eb202150,HB6,,GRMZM2G458728 Zm00001d053151 Zm00001eb202150 Zm00001eb202140,1
390007,ZmHB7,Homeobox,Zm00001eb179000,HB7,pUT5675,GRMZM2G122076 Zm00001d050310 Zm00001eb179000,2
390008,ZmHB8,Homeobox,Zm00001eb058930,HB8,pUT3189,Zm00001eb058930 GRMZM2G135447 Zm00001d034212,1
390009,ZmHB9,Homeobox,Zm00001eb371020,HB9,,Zm00001d012751 GRMZM2G351018 Zm00001eb371020,2
390010,ZmHB10,Homeobox,Zm00001eb278870,HB10,,Zm00001d037140 GRMZM2G004334 Zm00001eb278870,2
390011,ZmHB11,Homeobox,Zm00001eb314500,HB11,pUT3456,GRMZM2G127537 Zm00001d020670 Zm00001eb314500,1
390012,ZmHB12,Homeobox,Zm00001eb401450,HB12,,AC233899.1_FG004 Zm00001d048227 Zm00001eb401450,
390013,ZmHB13,Homeobox,Zm00001eb325620,HB13,,Zm00001d021934 Zm00001eb325620 GRMZM2G104204 Zm00001eb325630,1
390014,ZmHB14,Homeobox,Zm00001eb319090,OCL3,pUT6827,GRMZM2G116658 Zm00001eb319090 Zm00001d021236,1
390015,ZmHB15,Homeobox,Zm00001eb024680,OCL4,,GRMZM2G123140 Zm00001d030069 Zm00001eb024680,
390016,ZmHB16,Homeobox,Zm00001eb355310,WOX3B,,Zm00001eb355310 Zm00001d010998 GRMZM2G140083,2
390017,ZmHB17,Homeobox,Zm00001eb413140,HB17,,GRMZM2G118063 Zm00001eb413140,1
390018,ZmHB18,Homeobox,Zm00001eb416980,HB18,,Zm00001d024701 Zm00001eb416980 GRMZM2G004957,1
390019,ZmHB19,Homeobox,Zm00001eb367200,WOX5A,pUT4588,Zm00001d012330 GRMZM2G478396 Zm00001eb367200,2
390020,ZmHB20,Homeobox,Zm00001eb403720,HB20,,GRMZM2G060507 Zm00001d048471 Zm00001eb403720,
390021,ZmHB21,Homeobox,Zm00001eb384240,HB21,pUT3460,Zm00001eb384240 GRMZM2G076272 Zm00001d046223,1
390022,ZmHB22,Homeobox,Zm00001eb402220,HB22,pUT3217,Zm00001eb402220 Zm00001d048312 GRMZM2G178741 Zm00001eb402230,
390023,ZmHB23,Homeobox,Zm00001eb354880,LG4,pUT3201,Zm00001eb354880 GRMZM2G094241 Zm00001d010948,2
390024,ZmHB24,Homeobox,Zm00001eb208000,HB24,pUT4732,GRMZM2G166041 Zm00001d000303 Zm00001eb208000,2
390025,ZmHB25,Homeobox,Zm00001eb136060,HB25,pUT1770,GRMZM2G178102 Zm00001d041489 Zm00001eb136060,2
390026,ZmHB26,Homeobox,Zm00001eb335810,HB26,,GRMZM2G010929 Zm00001d008612 Zm00001eb335810,2
390027,ZmHB27,Homeobox,Zm00001eb235080,HB27,,Zm00001eb235080 Zm00001d015671 Zm00001eb235090 Zm00001d015672 GRMZM2G426140,
390028,ZmHB28,Homeobox,Zm00001eb232240,HB28,,Zm00001d015265 Zm00001eb232240 GRMZM2G033138,1
390029,ZmHB29,Homeobox,Zm00001eb343660,HB29,,GRMZM2G125294 Zm00001eb343660 Zm00001d009562,2
390030,ZmHB30,Homeobox,Zm00001eb001770,HB30,,GRMZM2G327059 Zm00001d027435 Zm00001eb001770,1
390031,ZmHB31,Homeobox,Zm00001eb126140,OCL1,,Zm00001eb126140 Zm00001d040090 GRMZM2G026643,1
390032,ZmHB32,Homeobox,Zm00001eb153100,HOX3,,GRMZM2G314546 Zm00001eb153100 Zm00001d043452,1
390033,ZmHB33,Homeobox,Zm00001eb051900,HB33,,GRMZM2G011588 Zm00001eb051900 Zm00001d033378,1
390034,ZmHB34,Homeobox,Zm00001eb098960,HB34,pUT5437,Zm00001eb098960 GRMZM2G002915 Zm00001d005692,2
390035,ZmHB35,Homeobox,,HB35,,GRMZM2G333565,
390036,ZmHB36,Homeobox,Zm00001eb056260,HB36,,Zm00001eb056260 GRMZM2G396114 Zm00001d033898,1
390037,ZmHB37,Homeobox,Zm00001eb217350,HB37,,Zm00001eb217350 GRMZM2G148098 Zm00001d013547,2
390038,ZmHB38,Homeobox,Zm00001eb268690,HB38,pUT6565,Zm00001d035907 Zm00001eb268690 GRMZM2G013617,2
390039,ZmHB39,Homeobox,Zm00001eb264910,KNOX5,pUT4263,Zm00001eb264910 Zm00001d035439 Zm00001eb264920 GRMZM5G832409,
390040,ZmHB40,Homeobox,,HB40,,GRMZM2G158403 Zm00001d042228,
390041,ZmHB41,Homeobox,Zm00001eb248930,HB41,pUT6833,GRMZM2G117164 Zm00001d017422 Zm00001eb248930,
390042,ZmHB42,Homeobox,Zm00001eb226570,HB42,pUT4734,Zm00001d014628 Zm00001eb226570 GRMZM2G477415,1
390043,ZmHB43,Homeobox,Zm00001eb226590,HB43,pUT4733,Zm00001eb226590 GRMZM2G307397 Zm00001d014630,1
390044,ZmHB44,Homeobox,Zm00001eb226580,HB44,,Zm00001eb226580 GRMZM2G307400 Zm00001d014629,1
390045,ZmHB45,Homeobox,Zm00001eb009550,HB45,pUT6782,Zm00001eb009550 GRMZM2G126808 Zm00001d028304,1
390046,ZmHB46,Homeobox,Zm00001eb158680,HB46,pUT6525,Zm00001d044081 Zm00001eb158680 GRMZM2G126239,1
390047,ZmHB47,Homeobox,Zm00001eb293840,HB47,,Zm00001eb293840 GRMZM2G474656 Zm00001d038811,1
390048,ZmHB48,Homeobox,Zm00001eb147970,HB48,pUT6661,Zm00001eb147970 GRMZM2G154641 Zm00001d042864,1
390049,ZmHB49,Homeobox,Zm00001eb048440,HB49,,GRMZM2G097349 Zm00001d033005 Zm00001eb048440,
390050,ZmHB50,Homeobox,Zm00001eb359810,WOX9A,pUT4418,Zm00001d011537 GRMZM2G133972 Zm00001eb359810,2
390051,ZmHB51,Homeobox,Zm00001eb001720,KNOX1,,Zm00001eb001720 Zm00001d027431 GRMZM2G159431,
390052,ZmHB52,Homeobox,Zm00001eb337970,HB52,,AC187157.4_FG005 Zm00001d008869 Zm00001eb337970,
390053,ZmHB53,Homeobox,Zm00001eb074830,HB53,pUT6644,GRMZM2G044752 Zm00001d002754 Zm00001eb074830,
390054,ZmHB54,Homeobox,Zm00001eb101280,HB54,pUT3191,GRMZM2G041127 Zm00001eb101280 Zm00001d005951,2
390055,ZmHB55,Homeobox,Zm00001eb309600,HB55,pUT5462,Zm00001d020046 Zm00001eb309600 GRMZM2G126170,1
390056,ZmHB56,Homeobox,Zm00001eb182650,HB56,,GRMZM2G047715 Zm00001eb182650 Zm00001d050834,
390057,ZmHB57,Homeobox,Zm00001eb087250,HB57,pUT4052,Zm00001eb087250 Zm00001d004234 GRMZM2G060444,
390058,ZmHB58,Homeobox,Zm00001eb000690,RLD2,,Zm00001d027317 Zm00001eb000690 GRMZM2G042250,1
390059,ZmHB59,Homeobox,Zm00001eb100690,HB59,pUT4577,GRMZM2G366130 Zm00001eb100690 Zm00001d005875,2
390060,ZmHB60,Homeobox,Zm00001eb270270,HB60,pUT6804,GRMZM2G068672 Zm00001eb270270 Zm00001d036118,2
390061,ZmHB61,Homeobox,Zm00001eb117820,GN1,pUT6612,Zm00001d007842 GRMZM2G452178 Zm00001eb117820,2
390062,ZmHB62,Homeobox,Zm00001eb399360,HB62,pUT4576,GRMZM2G105834 Zm00001eb399360 Zm00001d047995,2
390063,ZmHB63,Homeobox,Zm00001eb147630,WOX5B,pUT6275,GRMZM2G116063 Zm00001eb147630 Zm00001d042821,1
390064,ZmHB64,Homeobox,Zm00001eb005020,HB64,,GRMZM2G004641 Zm00001d027802 Zm00001eb005020,1
390065,ZmHB65,Homeobox,Zm00001eb061430,HB65,,Zm00001eb061430 GRMZM2G454176 GRMZM2G151266 Zm00001d034515,
390066,ZmHB66,Homeobox,Zm00001eb075230,HB66,pUT6527,Zm00001eb075230 Zm00001d002799 GRMZM2G351330,
390067,ZmHB67,Homeobox,Zm00001eb067310,HB67,pUT4589,Zm00001d001948 GRMZM2G047448 Zm00001eb067310,1
390068,ZmHB68,Homeobox,Zm00001eb007950,GT1,,Zm00001d028129 GRMZM2G005624 Zm00001eb007950,1
390069,ZmHB69,Homeobox,Zm00001eb045630,HB69,,GRMZM2G469551 Zm00001d032681 Zm00001eb045630,1
390070,ZmHB70,Homeobox,Zm00001eb427650,HB70,pUT6707,GRMZM5G882680 Zm00001d025964 GRMZM2G127776 Zm00001eb427650 GRMZM2G396527,
390071,ZmHB71,Homeobox,Zm00001eb256420,HB71,,GRMZM2G145690 Zm00001d018225 Zm00001eb256420,1
390072,ZmHB72,Homeobox,Zm00001eb386830,KNOX2,,GRMZM2G055243 Zm00001d046568 Zm00001eb386830,1
390073,ZmHB73,Homeobox,Zm00001eb414580,HB73,pUT4586,GRMZM2G170958 Zm00001eb414580 Zm00001d024410,1
390074,ZmHB74,Homeobox,Zm00001eb130180,LG3,,GRMZM2G087741 Zm00001d040611 Zm00001eb130180,1
390075,ZmHB75,Homeobox,Zm00001eb070050,HB75,,Zm00001eb070050 Zm00001d002234 GRMZM2G001289,1
390076,ZmHB76,Homeobox,Zm00001eb289480,HB76,pUT6280,Zm00001eb289480 GRMZM2G125976 Zm00001d038355,1
390077,ZmHB77,Homeobox,Zm00001eb377480,HB77,pUT6743,Zm00001d045398 Zm00001eb377480 Zm00001eb377490 GRMZM2G134260,1
390078,ZmHB78,Homeobox,Zm00001eb023620,HB78,,GRMZM2G148074 Zm00001d029934 Zm00001eb023620,1
390079,ZmHB79,Homeobox,Zm00001eb234270,KNOX6,pUT1455,Zm00001eb234270 GRMZM2G370332 Zm00001d015549,1
390080,ZmHB80,Homeobox,Zm00001eb206760,KNOX7,,Zm00001eb206760 Zm00001d053749 GRMZM2G433591,2
390081,ZmHB81,Homeobox,Zm00001eb273120,HB81,,Zm00001d036510 GRMZM5G830671 Zm00001eb273120,
390082,ZmHB82,Homeobox,Zm00001eb265710,WOX3A,pUT3492,Zm00001d035535 GRMZM2G122537 Zm00001eb265710,1
390083,ZmHB83,Homeobox,Zm00001eb193330,HB83,pUT6828,Zm00001d052133 GRMZM2G126646 Zm00001eb193330,2
390084,ZmHB84,Homeobox,Zm00001eb032780,HB84,pUT5467,GRMZM2G099319 Zm00001d031182 Zm00001eb032780,1
390085,ZmHB85,Homeobox,Zm00001eb157360,WOX9B,pUT4587,Zm00001eb157360 Zm00001d043937 GRMZM2G031882,1
390086,ZmHB86,Homeobox,,HB86,,GRMZM2G008286 Zm00001d009802,
390087,ZmHB87,Homeobox,Zm00001eb385620,HB87,,Zm00001eb385620 Zm00001d046405 GRMZM2G163641,1
390088,ZmHB88,Homeobox,,HB88,,GRMZM2G038252,
390089,ZmHB89,Homeobox,Zm00001eb367990,WOX2B,,GRMZM2G009794 Zm00001d012419 Zm00001eb367990 GRMZM2G339751,2
390090,ZmHB90,Homeobox,Zm00001eb180280,HB90,,Zm00001d050487 GRMZM2G419252 Zm00001eb180280,
390091,ZmHB91,Homeobox,Zm00001eb431350,HB91,,Zm00001eb431350 GRMZM2G122897 Zm00001d026351,2
390092,ZmHB92,Homeobox,Zm00001eb293860,HB92,,Zm00001d038812 Zm00001eb293860 GRMZM2G094935,1
390093,ZmHB93,Homeobox,Zm00001eb114480,HB93,,GRMZM2G053713 GRMZM2G318412 GRMZM2G450166 Zm00001d007527 Zm00001d007525 Zm00001d007530 Zm00001eb114480 Zm00001eb114460 Zm00001eb114470 Zm00001eb114500 Zm00001d007528 Zm00001d007529 Zm00001d007531 Zm00001eb114490,
390094,ZmHB94,Homeobox,Zm00001eb148390,WOX2A,pUT6667,Zm00001d042920 GRMZM2G108933 Zm00001eb148390,1
390095,ZmHB95,Homeobox,Zm00001eb055940,KNOX3,pUT6745,Zm00001eb055940 GRMZM2G000743 Zm00001d033861,
390096,ZmHB96,Homeobox,Zm00001eb087200,HB96,,GRMZM2G438260 Zm00001d004230 Zm00001eb087200 Zm00001eb087210 Zm00001eb087220,
390097,ZmHB97,Homeobox,Zm00001eb171720,OCL5A,pUT5457,Zm00001d049443 Zm00001eb171720 GRMZM2G130442,2
390098,ZmHB98,Homeobox,Zm00001eb223300,HB98,pUT6717,Zm00001eb223300 Zm00001d014201 GRMZM5G803812,
390099,ZmHB99,Homeobox,Zm00001eb157200,HB99,,GRMZM2G159357 Zm00001d043915 Zm00001eb157200 Zm00001eb157220 Zm00001eb157210 Zm00001eb157230,1
390100,ZmHB100,Homeobox,Zm00001eb021980,HB100,pUT4419,Zm00001d029736 Zm00001eb021980 Zm00001eb021970 GRMZM2G064466,1
390101,ZmHB101,Homeobox,,HB101,,GRMZM2G111964 Zm00001d008942,
390102,ZmHB102,Homeobox,Zm00001eb005440,HB102,pUT6811,Zm00001eb005440 Zm00001d027852 GRMZM2G139963,
390103,ZmHB103,Homeobox,Zm00001eb353320,HOX1,,GRMZM2G136369 Zm00001eb353320 Zm00001d010758,2
390104,ZmHB104,Homeobox,Zm00001eb428740,OCL2,,Zm00001d026088 Zm00001eb428740 AC235534.1_FG007,
390105,ZmHB105,Homeobox,Zm00001eb051910,KIP1,,Zm00001d033379 GRMZM2G163761 Zm00001eb051910,1
390106,ZmHB106,Homeobox,Zm00001eb395430,WOX11,,GRMZM2G162481 Zm00001d047559 Zm00001eb395430,
390107,ZmHB107,Homeobox,Zm00001eb107800,HB107,pUT4578,GRMZM2G062244 Zm00001eb107800 Zm00001d006687,2
390108,ZmHB108,Homeobox,,HB108,,GRMZM2G060050,
390109,ZmHB109,Homeobox,Zm00001eb368970,WOX13B,pUT3192,GRMZM5G805026 Zm00001eb368970 Zm00001d012516,
390110,ZmHB110,Homeobox,Zm00001eb052120,HB110,pUT5431,Zm00001eb052120 Zm00001d033404 GRMZM2G061101,1
390111,ZmHB111,Homeobox,Zm00001eb217470,KNOX10,pUT4731,Zm00001d013559 GRMZM2G002225 Zm00001d013560 Zm00001eb217470 Zm00001eb217480,
390112,ZmHB112,Homeobox,Zm00001eb042400,HB112,pUT5470,GRMZM2G003304 Zm00001d032316 Zm00001eb042400,1
390113,ZmHB113,Homeobox,Zm00001eb360000,HB113,,GRMZM2G060541 GRMZM2G359237 Zm00001d011560 Zm00001eb360000 AC196465.3_FG006 Zm00001eb359990 GRMZM2G014346,
390114,ZmHB114,Homeobox,,HB114,,GRMZM2G381748,
390115,ZmHB115,Homeobox,Zm00001eb189900,HB115,pUT5435,GRMZM2G021339 Zm00001d051749 Zm00001eb189900,2
390116,ZmHB116,Homeobox,Zm00001eb149680,WOX13A,pUT3220,Zm00001eb149680 Zm00001d043076 GRMZM2G069274,1
390117,ZmHB117,Homeobox,Zm00001eb295920,WOX9C,pUT4585,GRMZM2G409881 Zm00001d039017 Zm00001eb295920,1
390118,ZmHB118,Homeobox,Zm00001eb151130,HB118,,Zm00001d043231 GRMZM2G386276 Zm00001eb151130,1
390119,ZmHB119,Homeobox,Zm00001eb031670,HB119,,Zm00001eb031670 Zm00001d031060 GRMZM2G003509 Zm00001d031061 Zm00001eb031660,1
390120,ZmHB120,Homeobox,Zm00001eb315750,HB120,pUT3187,Zm00001d020804 GRMZM2G056600 Zm00001eb315750,1
390121,ZmHB121,Homeobox,Zm00001eb025650,HB121,pUT5529,Zm00001d030191 GRMZM2G131476 Zm00001eb025650,1
390122,ZmHB122,Homeobox,Zm00001eb433010,HB122,pUT4579,GRMZM2G028622 Zm00001eb433010 Zm00001d026537,2
390123,ZmHB123,Homeobox,Zm00001eb347710,HB123,pUT6258,Zm00001d010060 GRMZM2G074645 Zm00001eb347710,2
390124,ZmHB124,Homeobox,Zm00001eb050660,HB124,pUT6241,GRMZM2G423337 Zm00001eb050660 GRMZM2G023291 Zm00001d033246,
390125,ZmHB125,Homeobox,Zm00001eb092480,NS1,pUT3202,GRMZM2G069028 Zm00001d004889 Zm00001eb092480,2
390126,ZmHB126,Homeobox,Zm00001eb103330,HB126,pUT5468,GRMZM2G034113 Zm00001d006195 Zm00001eb103330,2
390127,ZmHB127,Homeobox,Zm00001eb027860,HB127,pUT5416,Zm00001eb027860 Zm00001d030532 GRMZM2G119999,
390128,ZmHB128,Homeobox,Zm00001eb319390,HB128,pUT6749,GRMZM2G041462 Zm00001eb319390 Zm00001d021268,1
390129,ZmHB129,Homeobox,Zm00001eb037670,HB129,pUT4420,GRMZM2G142962 Zm00001d031745 Zm00001eb037670,1
390130,ZmHB130,Homeobox,Zm00001eb015500,HB130,pUT6718,Zm00001eb015500 GRMZM2G314064 Zm00001d028986,
390131,ZmHB131,Homeobox,Zm00001eb097990,HB131,,GRMZM2G111204 Zm00001d005584 Zm00001eb097990,2
390132,ZmHB132,Homeobox,Zm00001eb299420,RS1,pUT5429,Zm00001eb299420 GRMZM2G028041 Zm00001d018742,1
390133,ZmHB133,Homeobox,Zm00001eb404260,RLD1,pUT5466,GRMZM2G109987 Zm00001eb404260 Zm00001d048527,2
390134,ZmHB134,Homeobox,Zm00001eb429640,,,Zm00001d026169 GRMZM2G100931 Zm00001eb429640 Zm00001eb429650,2
390135,ZmHB135,Homeobox,Zm00001eb377250,,,Zm00001eb377250 Zm00001d000205 GRMZM2G106683,1
390136,ZmHB136,Homeobox,Zm00001eb373520,,,Zm00001d044973 Zm00001eb373520 GRMZM2G062318,1
390137,ZmHB137,Homeobox,Zm00001eb330990,,,Zm00001d022524 Zm00001eb330990,
390138,ZmHB138,Homeobox,Zm00001eb305790,,,Zm00001d019477 Zm00001eb305790 GRMZM2G109252,1
390139,ZmHB139,Homeobox,Zm00001eb280440,,,Zm00001d037309 Zm00001eb280440,
390140,ZmHB140,Homeobox,Zm00001eb144420,,,Zm00001eb144420 Zm00001d042479 Zm00001d042478 GRMZM2G058954 GRMZM2G359397 Zm00001eb144410,
390141,ZmHB141,Homeobox,Zm00001eb367780,,,GRMZM2G149265 Zm00001eb367780 Zm00001d012395,2
390142,ZmHB142,Homeobox,Zm00001eb400960,,,Zm00001d048172 Zm00001eb400960 Zm00001eb400950,
390143,ZmHB143,Homeobox,Zm00001eb218730,,,Zm00001eb218730 Zm00001d013699,
390144,ZmHB144,Homeobox,Zm00001eb333350,ZmNAC97,pUT4948,Zm00001d008308 GRMZM2G167492 Zm00001eb333350 Zm00001d008307,2
390145,ZmHB145,Homeobox,Zm00001eb170840,,,GRMZM2G416310 Zm00001d049337 GRMZM2G114952 Zm00001d049338 Zm00001eb170840,
390146,ZmHB146,Homeobox,Zm00001eb130500,,,GRMZM2G136106 Zm00001eb130500 Zm00001d040650,
390147,ZmHB147,Homeobox,Zm00001eb253470,,,Zm00001eb253470 GRMZM6G946111 Zm00001d017920,
390148,ZmHB148,Homeobox,Zm00001eb441490,,,Zm00001eb441490,
390149,ZmHB149,Homeobox,Zm00001eb197430,,,Zm00001eb197430 Zm00001d052598,
390150,ZmHB150,Homeobox,Zm00001eb432140,,,Zm00001eb432140 Zm00001d026453,
390151,ZmHB151,Homeobox,Zm00001eb150330,,,Zm00001eb150330,
400001,ZmIWS1,IWS1/SPN1,Zm00001eb062210,IWS1,,Zm00001d034606 Zm00001eb062210 GRMZM2G465553,1
400002,ZmIWS2,IWS1/SPN1,Zm00001eb212040,IWS2,pUT5341,Zm00001d012993 Zm00001eb212040 GRMZM2G108716,2
400003,ZmIWS3,IWS1/SPN1,Zm00001eb440670,,,Zm00001eb440670,
410001,ZmJMJ1,JUMONJI,Zm00001eb342220,JMJ1,,AC190225.2_FG001 Zm00001d009393 Zm00001eb342220 GRMZM2G142964,2
410002,ZmJMJ2,JUMONJI,Zm00001eb191810,JMJ2,,GRMZM2G107109 GRMZM2G140524 GRMZM2G171163 Zm00001d051959 Zm00001d051962 Zm00001eb191810 Zm00001d051961 Zm00001d051964 Zm00001eb191790 Zm00001d051960 Zm00001d051963,2
410003,ZmJMJ3,JUMONJI,Zm00001eb394830,JMJ3,,GRMZM2G428933 Zm00001d047491 Zm00001eb394830,2
410004,ZmJMJ4,JUMONJI,Zm00001eb191820,JMJ4,,Zm00001eb191820 Zm00001d051965 GRMZM2G027075,2
410005,ZmJMJ5,JUMONJI,Zm00001eb311870,JMJ5,,GRMZM2G372961 GRMZM2G070885 Zm00001d020366 Zm00001d020367 Zm00001eb311870,1
410006,ZmJMJ6,JUMONJI,Zm00001eb191790,JMJ6,,Zm00001d051959 GRMZM2G140524 Zm00001d051962 Zm00001eb191790 Zm00001d051960 Zm00001eb191810 GRMZM2G171163 Zm00001d051961 GRMZM2G107109 Zm00001d051963 Zm00001d051964,2
410007,ZmJMJ7,JUMONJI,Zm00001eb280460,JMJ7,pUT6104,Zm00001d037313 Zm00001eb280460 GRMZM2G156910,
410008,ZmJMJ8,JUMONJI,Zm00001eb409800,JMJ8,,Zm00001d023788 GRMZM2G431157 Zm00001eb409800,
