v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name
Zm00001eb056630		GRMZM2G396451	gata44	C2C2-GATA-transcription factor 44
Zm00001eb075150	Zm00001d002790	GRMZM2G077002	gata5	C2C2-GATA-transcription factor 5
Zm00001eb427580	Zm00001d025953	GRMZM2G054615	gata6	C2C2-GATA-transcription factor 6
Zm00001eb407810	Zm00001d023539	GRMZM2G118214	gata7	C2C2-GATA-transcription factor 7
Zm00001eb407830	Zm00001d023541	GRMZM2G324131	gata8	C2C2-GATA-transcription factor 8
Zm00001eb032370		GRMZM2G009530	gata9	C2C2-GATA-transcription factor 9
Zm00001eb132640		GRMZM2G062531	gb1	glycinebetaine1
Zm00001eb296340	Zm00001d039065	GRMZM2G011932	gbf1	G-box binding factor1
Zm00001eb065460	Zm00001d034949	GRMZM2G131939	gbp1	GTP-binding protein homolog1
Zm00001eb052290	Zm00001d033422	GRMZM2G045314	gbp2	GTP binding protein2
Zm00001eb264080	Zm00001d035224	GRMZM2G392516	gbptf1	GeBP-transcription factor 1
Zm00001eb279010	Zm00001d037158	GRMZM2G008558	gbptf10	GeBP-transcription factor 10
Zm00001eb418630	Zm00001d024905	GRMZM2G006871	gbptf11	GeBP-transcription factor 11
Zm00001eb328650	Zm00001d022266	GRMZM2G082318	gbptf12	GeBP-transcription factor 12
Zm00001eb264520	Zm00001d035295	GRMZM2G155252	gbptf13	GeBP-transcription factor 13
Zm00001eb203350	Zm00001d053298	GRMZM2G125239	gbptf14	GeBP-transcription factor 14
Zm00001eb264150	Zm00001d035234	GRMZM2G036966	gbptf15	GeBP-transcription factor 15
Zm00001eb256160	Zm00001d018198	GRMZM2G174240	gbptf16	GeBP-transcription factor 16
Zm00001eb256290	Zm00001d018208	GRMZM2G083886	gbptf17	GeBP-transcription factor 17
Zm00001eb018020	Zm00001d029287	GRMZM2G026417	gbptf18	GeBP-transcription factor 18
Zm00001eb213600	Zm00001d013138	GRMZM5G868875	gbptf19	GeBP-transcription factor 19
		GRMZM2G065506	gbptf2	GeBP-transcription factor 2
Zm00001eb176440	Zm00001d049991	GRMZM2G423292	gbptf20	GeBP-transcription factor 20
Zm00001eb127420	Zm00001d040254	EF517601.1_FG010	gbptf21	GeBP-transcription factor 21
Zm00001eb054670	Zm00001d033706	GRMZM2G041818	gbptf3	GeBP-transcription factor 3
Zm00001eb373390	Zm00001d044953	GRMZM2G066373	gbptf4	GeBP-transcription factor 4
Zm00001eb216500	Zm00001d013451	GRMZM2G162405	gbptf5	GeBP-transcription factor 5
Zm00001eb110030	Zm00001d006945	GRMZM2G075122	gbptf6	GeBP-transcription factor 6
Zm00001eb314630	Zm00001d020688	GRMZM2G092409	gbptf7	GeBP-transcription factor 7
Zm00001eb100610	Zm00001d005865	GRMZM2G134866	gbptf8	GeBP-transcription factor 8
Zm00001eb394180	Zm00001d047421	GRMZM2G030458	gbptf9	GeBP-transcription factor 9
Zm00001eb305810	Zm00001d019479	GRMZM2G008263	gbss1	granule-bound starch synthase1
Zm00001eb412440		GRMZM2G350748	gc1	guanylyl cyclase1
Zm00001eb289450		GRMZM2G178797	gc2	guanylyl cyclase2
Zm00001eb432940		GRMZM2G106376	gch2	GTP cyclohydrolase2
Zm00001eb073760		GRMZM2G318956	gcp2	gamma-tubulin complex component2
Zm00001eb103180	Zm00001d006177	GRMZM2G412911	gcs1	generative cell specific1
Zm00001eb409090	Zm00001d023699	GRMZM2G399183	gcsh1	glycine cleavage system protein H1
Zm00001eb233090		GRMZM2G010321	gcsh2	glycine cleavage system protein H2
Zm00001eb207290		GRMZM2G051208	gcsh3	glycine cleavage system protein H3
Zm00001eb167870		GRMZM2G020288	gcsh4	glycine cleavage system protein H4
Zm00001eb406880	Zm00001d023437	GRMZM2G104310	gdcp1	glycine decarboxylase1
Zm00001eb427810	Zm00001d025984	GRMZM2G427097	gdh2	glutamic dehydrogenase2
Zm00001eb141540	Zm00001d042143	GRMZM2G065585	geb1	glucan endo-1,3-beta-glucosidase homolog1
Zm00001eb141500		GRMZM2G125032	geb2	glucan endo-1,3-beta-glucosidase homolog2
Zm00001eb363180		GRMZM2G061403	geb3	glucan endo-1,3-beta-glucosidase homolog3
Zm00001eb293960		GRMZM2G310739	geb5	glucan endo-1,3-beta-glucosidase homolog5
Zm00001eb052300	Zm00001d033423	GRMZM2G046101	geb7	glucan endo-1,3-beta-glucosidase7 
Zm00001eb103090		GRMZM2G004188	gen1	GEN1 Holliday junction 5' flap endonuclease homolog1
Zm00001eb318880		GRMZM2G069025	gen2	GEN1 Holliday junction 5' flap endonuclease homolog2
Zm00001eb314230		GRMZM2G388045	gex1	gamete expressed1
Zm00001eb099800		GRMZM2G036832	gex2	gamete expressed2
Zm00001eb163520		GRMZM2G005849	gfa1	glucosamine fructose-6-phosphate aminotransferase1
Zm00001eb231850		GRMZM2G015578	gg1	G-protein gamma subunit1
Zm00001eb050990		GRMZM6G935329	gg2	G-protein gamma subunit2
Zm00001eb254510	Zm00001d018034	GRMZM2G105644	ggh1	geranylgeranyl hydrogenase1
Zm00001eb128250	Zm00001d040356	GRMZM2G419111	ggh2	geranylgeranyl hydrogenase2
Zm00001eb107690	Zm00001d006678	AC194970.5_FG001	ggps1	geranylgeranyl pyrophosphate synthase1
Zm00001eb325560	Zm00001d021929	GRMZM2G102550	ggps2	geranylgeranyl pyrophosphate synthase2
Zm00001eb333900	Zm00001d008370	GRMZM2G058404	ggps3	geranylgeranyl pyrophosphate synthase3
Zm00001eb250080	Zm00001d017540	GRMZM2G005909	ggps4	geranylgeranyl pyrophosphate synthase4
Zm00001eb124350		GRMZM2G451327	ggt1	geranylgeranyl transferase1
Zm00001eb337600	Zm00001d008826	GRMZM2G107101	gi1	gigantea1
Zm00001eb122110	Zm00001d039589	GRMZM5G844173	gi2	gigantea2
Zm00001eb287800		GRMZM2G173630	gid1	gibberellin-insensitive dwarf protein homolog1
Zm00001eb349710		GRMZM2G016605	gid2	gibberellin-insensitive dwarf protein homolog2
Zm00001eb401080		GRMZM2G040278	gid3	gibberellin-insensitive dwarf protein homolog3
Zm00001eb008130		GRMZM2G440543	gid4	gibberellin-insensitive dwarf protein homolog4
Zm00001eb245180		GRMZM2G459166	gid5	gibberellin-insensitive dwarf protein homolog5
Zm00001eb056300	Zm00001d033905	GRMZM2G180246	gif1	growth-regulating-factor-interacting factor1
Zm00001eb166790	Zm00001d048833	GRMZM2G154169	gif2	growth-regulating-factor-inteacting factor2
Zm00001eb138150		GRMZM2G004988	gif4	growth-regulating-factor-interacting factor4
Zm00001eb122470	Zm00001d039631	GRMZM2G118243	gl13	glossy13
Zm00001eb087050		GRMZM5G806387	gl14	glossy14
Zm00001eb335900		GRMZM2G481843	gl26	glossy26
Zm00001eb195850	Zm00001d052397	GRMZM2G162434	gl3	glossy3
Zm00001eb190120		GRMZM2G003501	gl4	glossy4
Zm00001eb253660		GRMZM2G478140	gl4b	3-ketoacyl-CoA synthase gl4b
Zm00001eb136750		GRMZM2G139786	gl6	glossy6
Zm00001eb183950	Zm00001d050992	GRMZM2G087323	gl8b	3-ketoacyl reductase GL8B
Zm00001eb214880	Zm00001d013269	GRMZM2G473711	gla3	beta-glucanase3
Zm00001eb291840	Zm00001d038597	GRMZM2G410134	glb3	globulin3
Zm00001eb335340	Zm00001d008567	GRMZM2G153704	glct1	glucose translocator1
Zm00001eb335350	Zm00001d008567	GRMZM2G153704	glct1	glucose translocator1
Zm00001eb093120	Zm00001d004956	GRMZM2G469969	gldh1	galactono lactone dehydrogenase1
Zm00001eb371980	Zm00001d044785	GRMZM2G026833	glk1	G2-like1
Zm00001eb227200		GRMZM2G083472	glk10	G2-like-transcription factor 10
Zm00001eb309360	Zm00001d020019	GRMZM2G064197	glk101	G2-like-transcription factor 1
Zm00001eb251670	Zm00001d017726	AC233960.1_FG003	glk11	G2-like-transcription factor 11
Zm00001eb275780	Zm00001d036802	GRMZM2G401835	glk12	G2-like-transcription factor 12
Zm00001eb122550	Zm00001d039637	GRMZM2G348238	glk14	G2-like-transcription factor 14
Zm00001eb306220	Zm00001d019536	GRMZM2G162409	glk15	G2-like-transcription factor 15
Zm00001eb067190	Zm00001d001936	GRMZM2G035370	glk16	G2-like-transcription factor 16
Zm00001eb015750	Zm00001d029020	GRMZM2G006477	glk17	G2-like-transcription factor 17
Zm00001eb232000	Zm00001d015226	GRMZM2G010920	glk18	G2-like-transcription factor 18
Zm00001eb130350	Zm00001d040630	GRMZM2G396825	glk19	G2-like-transcription factor 19
Zm00001eb383720	Zm00001d046174	GRMZM2G333083	glk2	G2-like-transcription factor 2
Zm00001eb250280	Zm00001d017563	GRMZM2G106185	glk20	G2-like-transcription factor 20
Zm00001eb172240		GRMZM2G315506	glk22	G2-like-transcription factor 22
Zm00001eb051310	Zm00001d033310	GRMZM2G039074	glk23	G2-like-transcription factor 23
Zm00001eb234170	Zm00001d015521	GRMZM2G060485	glk24	G2-like-transcription factor 24
Zm00001eb352210	Zm00001d010634	AC234155.1_FG002	glk25	G2-like-transcription factor 25
Zm00001eb015490	Zm00001d028984	GRMZM2G009060	glk26	G2-like-transcription factor 26
Zm00001eb118010	Zm00001d007962	GRMZM2G173882	glk27	G2-like-transcription factor 27
Zm00001eb298990		GRMZM2G100176	glk28	G2-like-transcription factor 28
Zm00001eb187880	Zm00001d051527	GRMZM2G070865	glk29	G2-like-transcription factor 29
Zm00001eb349450	Zm00001d010280	GRMZM2G471600	glk3	G2-like-transcription factor 3
Zm00001eb403500	Zm00001d048448	GRMZM2G374986	glk30	G2-like-transcription factor 30
Zm00001eb274260	Zm00001d036638	GRMZM2G100709	glk31	G2-like-transcription factor 31
Zm00001eb390020	Zm00001d046981	GRMZM2G454449	glk32	G2-like-transcription factor 32
Zm00001eb277820	Zm00001d037015	AC219020.4_FG002	glk33	G2-like-transcription factor 33
Zm00001eb389770	Zm00001d046947	GRMZM2G081671	glk34	G2-like-transcription factor 34
Zm00001eb094230	Zm00001d005087	GRMZM5G846506	glk35	G2-like-transcription factor 35
Zm00001eb071920	Zm00001d002439	GRMZM2G125704	glk36	G2-like-transcription factor 36
Zm00001eb073790	Zm00001d002649	GRMZM2G069525	glk37	G2-like-transcription factor 37
Zm00001eb042980	Zm00001d032384	GRMZM2G113742	glk38	G2-like-transcription factor 38
Zm00001eb238710	Zm00001d016175	GRMZM2G477238	glk39	G2-like-transcription factor 39
Zm00001eb406610	Zm00001d023402	GRMZM2G159119	glk4	G2-like-transcription factor 4
Zm00001eb428890	Zm00001d026106	GRMZM2G090230	glk41	G2-like-transcription factor 41
Zm00001eb135200		GRMZM2G370425	glk42	G2-like-transcription factor 42
Zm00001eb291140	Zm00001d038527	GRMZM2G701218	glk43	G2-like-transcription factor 43
Zm00001eb058460	Zm00001d034160	GRMZM2G124540	glk44	G2-like-transcription factor 44
Zm00001eb046540	Zm00001d032784	GRMZM2G379656	glk45	G2-like-transcription factor 45
Zm00001eb251390	Zm00001d017702	GRMZM2G060834	glk47	G2-like-transcription factor 47
Zm00001eb002310	Zm00001d027492	GRMZM5G887276	glk48	G2-like-transcription factor 48
Zm00001eb179690	Zm00001d050404	GRMZM2G168002	glk49	G2-like-transcription factor 49
Zm00001eb406660	Zm00001d023411	GRMZM2G016370	glk5	G2-like-transcription factor 5
	Zm00001d030911	GRMZM2G034563	glk50	G2-like-transcription factor50
Zm00001eb288080	Zm00001d038191	GRMZM2G398055	glk51	G2-like-transcription factor 51
Zm00001eb433040	Zm00001d026542	GRMZM2G124495	glk52	G2-like-transcription factor 52
Zm00001eb233310	Zm00001d015407	GRMZM2G052544	glk53	G2-like-transcription factor 53
Zm00001eb148190	Zm00001d042892	GRMZM2G074908	glk54	G2-like-transcription factor 54
Zm00001eb415640	Zm00001d024532	GRMZM2G123308	glk55	G2-like-transcription factor 55
Zm00001eb362240	Zm00001d011785	GRMZM2G067702	glk56	G2-like-transcription factor 56
Zm00001eb291350	Zm00001d038546	GRMZM2G117854	glk58	G2-like-transcription factor 58
Zm00001eb331010	Zm00001d022526	AC155434.2_FG005	glk59	G2-like-transcription factor 59
Zm00001eb041430		GRMZM2G117193	glk6	G2-like-transcription factor 6
Zm00001eb097740		GRMZM2G090061	glk60	G2-like-transcription factor 60
Zm00001eb077410		GRMZM5G869984	glk63	G2-like-transcription factor 63
Zm00001eb309370	Zm00001d020020	GRMZM2G173943	glk7	G2-like-transcription factor 7
Zm00001eb388540		GRMZM2G142748	glk73	G2-like-transcription factor 73
Zm00001eb214190	Zm00001d013202	GRMZM2G171468	glk8	G2-like-transcription factor 8
Zm00001eb030400	Zm00001d030891	AC234520.1_FG003	glk9	G2-like-transcription factor 9
Zm00001eb413860		GRMZM2G315767	gll1	glossy2-like1
Zm00001eb282040	Zm00001d037513	GRMZM2G064096	glp1	germin-like protein1
Zm00001eb171580		GRMZM2G157298	glp10	germin-like protein10
Zm00001eb171550		GRMZM2G148026	glp11	germin-like protein11
Zm00001eb171560		GRMZM2G148014	glp12	germin-like protein12
Zm00001eb171620		GRMZM2G155506	glp13	germin-like protein13
		GRMZM2G165839	glp14	germin-like protein14
Zm00001eb171610		GRMZM2G074443	glp15	germin-like protein15
Zm00001eb171600		GRMZM2G105940	glp16	germin-like protein16
Zm00001eb171590		GRMZM2G093076	glp17	germin-like protein17
Zm00001eb171630		GRMZM2G072965	glp18	germin-like protein18
Zm00001eb171640		GRMZM2G176798	glp19	germin-like protein19
Zm00001eb088410		GRMZM2G045809	glp2	germin-like protein2
		GRMZM2G471355	glp20	germin-like protein20
Zm00001eb171650		GRMZM2G170829	glp21	germin-like protein21
Zm00001eb171660		GRMZM2G170857	glp22	germin-like protein22
Zm00001eb413180		GRMZM2G178817	glp23	germin-like protein23
Zm00001eb413190		GRMZM2G071390	glp24	germin-like protein24
Zm00001eb413210		GRMZM2G049930	glp25	germin-like protein25
Zm00001eb413250		GRMZM2G012530	glp26	germin-like protein26
Zm00001eb413260		GRMZM2G087111	glp27	germin-like protein27
Zm00001eb171490		AC190772.4_FG011	glp3	germin-like protein3
Zm00001eb171500		GRMZM2G030772	glp4	germin-like protein4
Zm00001eb171510		GRMZM2G149714	glp5	germin-like protein5
Zm00001eb171520		GRMZM2G093622	glp6	germin-like protein6
Zm00001eb171530		GRMZM2G093606	glp7	germin-like protein7
Zm00001eb171540		GRMZM2G093554	glp8	germin-like protein8
Zm00001eb171570		GRMZM2G157364	glp9	germin-like protein9
Zm00001eb141610		GRMZM2G155348	glpdh1	glycerol-3-phosphate dehydrogenase1
Zm00001eb369390	Zm00001d012567	GRMZM2G090747	glpdh2	glycerol-3-phosphate dehydrogenase2
Zm00001eb352530		GRMZM2G173195	glpdh3	glycerol-3-phosphate dehydrogenase3
Zm00001eb139850		GRMZM6G161711	glpdh4	glycerol-3-phosphate dehydrogenase4
Zm00001eb303710		GRMZM2G063258	glpdh5	glycerol-3-phosphate dehydrogenase5
Zm00001eb419210		GRMZM2G446108	glpdh6	glycerol-3-phosphate dehydrogenase6
Zm00001eb278300		GRMZM2G012479	glpx1	glutathione peroxidase1
Zm00001eb016270		GRMZM2G013299	glpx2	glutathione peroxidase2
Zm00001eb074350		GRMZM2G144153	glpx3	glutathione peroxidase3
Zm00001eb186820		GRMZM2G135893	glpx4	glutathione peroxidase4
		GRMZM2G011025	glpx5	glutathione peroxidase5
Zm00001eb394400		GRMZM2G329144	glpx6	glutathione peroxidase6
Zm00001eb429430		GRMZM5G884600	glpx7	glutathione peroxidase7
Zm00001eb119130		GRMZM2G123558	glr1	glutamic acid- and lysine-rich1
Zm00001eb079820		GRMZM2G362368	glu10	beta-glucosidase 10
Zm00001eb285520		GRMZM2G055699	glu11	beta-glucosidase11
Zm00001eb149960		GRMZM2G069024	glu12	beta-glucosidase12
Zm00001eb384110		GRMZM2G376416	glu13	beta-glucosidase13
Zm00001eb318150		GRMZM2G108133	glu14	beta-glucosidase14
Zm00001eb334460		AC234160.1_FG003	glu15	beta-glucosidase15
Zm00001eb329520		GRMZM2G148176	glu16	beta-glucosidase16
Zm00001eb054240		AC217401.3_FG001	glu17	beta-glucosidase17
Zm00001eb054230		GRMZM2G118003	glu18	beta-glucosidase18
Zm00001eb226140		GRMZM2G112704	glu19	beta-glucosidase19
Zm00001eb225390		GRMZM2G163544	glu20	beta-glucosidase20
Zm00001eb008530		GRMZM2G015804	glu21	beta-glucosidase21
Zm00001eb426520		GRMZM2G031628	glu22	beta-glucosidase22
Zm00001eb426520		GRMZM2G031660	glu22	beta-glucosidase22
Zm00001eb426510		GRMZM5G810727	glu23	beta-glucosidase23
Zm00001eb077520		GRMZM2G012236	glu24	beta-glucosidase24
Zm00001eb077510		GRMZM5G882852	glu25	beta-glucosidase25
Zm00001eb400300		GRMZM5G828987	glu26	beta-glucosidase26
Zm00001eb411430	Zm00001d024000	GRMZM2G014844	glu3	beta-glucosidase3
Zm00001eb365690		AC155376.2_FG005	glu4	beta-glucosidase4
Zm00001eb138350		GRMZM2G077015	glu5	beta-glucosidase5
Zm00001eb133810		GRMZM2G120962	glu6	beta-glucosidase6
Zm00001eb133800		GRMZM2G426467	glu7	beta-glucosidase7
Zm00001eb418490		GRMZM2G174699	glu8	beta-glucosidase8
Zm00001eb077490		GRMZM5G845736	glu9	beta-glucosidase9
Zm00001eb413370	Zm00001d024245	GRMZM2G181192	glx1	glyoxylase1
Zm00001eb284320		GRMZM2G076006	glx2	glyoxalase2
Zm00001eb015860		GRMZM2G031825	glx3	glyoxalase3
Zm00001eb170020	Zm00001d049234	GRMZM2G078143	gly1	glycine1
Zm00001eb047980		GRMZM2G124434	gme1	GDP-mannose-3'5'-epimerase1
Zm00001eb167750		GRMZM2G138907	gme2	GDP-mannose-3'5'-epimerase2
Zm00001eb148030		GRMZM2G119300	gmp1	mannose-1-phosphate guanylyltransferase1
Zm00001eb367780	Zm00001d012395	GRMZM2G149265	gmp2	mannose-1-phosphate guanylyltransferase2
Zm00001eb300130	Zm00001d018810	GRMZM2G129246	go1	glycolate oxidase1
Zm00001eb360480		GRMZM2G077054	gogat1	glutamate synthase1
Zm00001eb156610		GRMZM2G085078	gogat2	glutamate synthase2
Zm00001eb295210		GRMZM2G375064	gogat3	glutamate synthase3
Zm00001eb295220		GRMZM2G375064	gogat3	glutamate synthase3
Zm00001eb015130	Zm00001d028931	GRMZM2G165919	gols1	galactinol synthase1
Zm00001eb395600	Zm00001d047582	GRMZM5G872256	gols3	galactinol synthase3
Zm00001eb150960	Zm00001d043217	GRMZM2G113414	gos1	GOS2 homolog
Zm00001eb152450	Zm00001d043382	GRMZM2G094712	got1	glutamate-oxaloacetate transaminase1
Zm00001eb238900	Zm00001d016198	GRMZM2G146677	got3	glutamate-oxaloacetic transaminase3
Zm00001eb146400	Zm00001d042685	GRMZM2G400604	got4	glutamate-oxaloacetate transaminase4
Zm00001eb348660	Zm00001d010190	GRMZM2G033799	got5	glutamate-oxaloacetate transaminase5
Zm00001eb424110		GRMZM2G039723	gpa2	glyceraldehyde-3-phosphate dehydrogenase2
Zm00001eb424190		GRMZM5G821433	gpa3	glyceraldehyde-3-phosphate dehydrogenase3
Zm00001eb424150		GRMZM2G162845	gpa4	glyceraldehyde-3-phosphate dehydrogenase4
Zm00001eb147550	Zm00001d042813	GRMZM2G083195	gpat1	glycerol-3-phosphate acyltransferase1
Zm00001eb229800		GRMZM2G020320	gpat10	glycerol-3-phosphate acyltransferase10
Zm00001eb289580		GRMZM2G059637	gpat11	glycerol-3-phosphate acyltransferase11
Zm00001eb351250		GRMZM2G166176	gpat12	glycerol-3-phosphate acyltransferase12
Zm00001eb358940		GRMZM2G177150	gpat13	glycerol-3-phosphate acyltransferase13
Zm00001eb396350		GRMZM2G123987	gpat14	glycerol-3-phosphate acyltransferase14
Zm00001eb224960		GRMZM2G159890	gpat15	glycerol-3-phosphate acyltransferase15
Zm00001eb005110		GRMZM2G124042	gpat16	glycerol-3-phosphate acyltransferase16
Zm00001eb323170		GRMZM2G165681	gpat19	glycerol-3-phosphate acyltransferase19
Zm00001eb056370		GRMZM2G147917	gpat2	glycerol-3-phosphate acyltransferase2
Zm00001eb347840		GRMZM2G075295	gpat20	glycerol-3-phosphate acyltransferase20
Zm00001eb292040		GRMZM2G014981	gpat21	glycerol-3-phosphate acyltransferase 21
Zm00001eb063420		GRMZM2G156729	gpat3	glycerol-3-phosphate acyltransferase3
Zm00001eb127520		GRMZM2G072298	gpat5	glycerol-3-phosphate acyltransferase5
Zm00001eb136910		GRMZM2G033767	gpat6	glycerol-3-phosphate acyltransferase6
Zm00001eb048150		GRMZM2G064590	gpat7	glycerol-3-phosphate acyltransferase7
Zm00001eb159140		GRMZM2G065203	gpat8	glycerol-3-phosphate acyltransferase8
Zm00001eb173160		GRMZM2G131378	gpat9	glycerol-3-phosphate acyltransferase9
Zm00001eb002270	Zm00001d027488	GRMZM5G845611	gpb1	glyceraldehyde phosphate dehydrogenase B1
Zm00001eb246370	Zm00001d017121	GRMZM2G176307	gpc4	glyceraldehyde-3-phosphate dehydrogenase4
Zm00001eb079220	Zm00001d003252	GRMZM2G130230	gpdh1	glucose-6-phosphate dehydrogenase1
Zm00001eb019890		GRMZM2G179521	gpdh4	glucose-6-phosphate dehydrogenase4
Zm00001eb246350		GRMZM2G031107	gpdh5	glucose-6-phosphate dehydrogenase5
Zm00001eb067700		GRMZM2G039588	gpe1	glucose-6-phosphate 1-epimerase1
Zm00001eb398020		GRMZM2G083402	gpm1	
Zm00001eb139790		GRMZM5G821639	gpm110	
Zm00001eb211970		GRMZM2G107076	gpm111	
Zm00001eb081140		GRMZM2G031028	gpm119	
Zm00001eb084540		GRMZM2G422938	gpm120	
Zm00001eb003650		GRMZM2G332548	gpm125	
Zm00001eb402930		GRMZM2G137779	gpm125a	
Zm00001eb335710		GRMZM2G020484	gpm152	
Zm00001eb173660		GRMZM2G062476	gpm155	
Zm00001eb360030		GRMZM2G115766	gpm163	
Zm00001eb186000		GRMZM2G101635	gpm168b	
Zm00001eb255190		GRMZM2G160211	gpm17	
Zm00001eb231700		GRMZM2G042245	gpm177	
Zm00001eb209040		GRMZM2G153999	gpm182	
Zm00001eb363610		GRMZM2G302045	gpm184	
Zm00001eb289210		GRMZM2G118037	gpm191	
Zm00001eb038990		GRMZM2G106899	gpm192	
Zm00001eb099120		GRMZM2G009136	gpm193b	
Zm00001eb328490		GRMZM2G099207	gpm2	
Zm00001eb143700		GRMZM2G432390	gpm20	
Zm00001eb259030		GRMZM5G840612	gpm21	
Zm00001eb150570		GRMZM2G130558	gpm211	
Zm00001eb212960		GRMZM2G007695	gpm217b	
Zm00001eb316910		GRMZM2G050076	gpm248	
Zm00001eb427420		GRMZM2G038394	gpm256	
Zm00001eb220610		GRMZM2G060349	gpm261	
Zm00001eb202830		GRMZM2G091715	gpm276b	
Zm00001eb055490		GRMZM5G826838	gpm277	
Zm00001eb002060		GRMZM2G105571	gpm280a	
Zm00001eb249600		GRMZM2G056236	gpm282	
Zm00001eb148920		GRMZM2G504401	gpm298	
Zm00001eb156850		GRMZM2G164674	gpm3	
Zm00001eb400090		GRMZM2G034575	gpm310	
Zm00001eb260600		GRMZM2G117984	gpm317	
Zm00001eb000950		GRMZM2G144101	gpm319	
Zm00001eb002000		GRMZM2G319022	gpm330	
Zm00001eb135960		GRMZM2G565140	gpm332	
Zm00001eb021210		GRMZM2G343688	gpm341	
Zm00001eb369750		GRMZM2G159643	gpm345	
Zm00001eb159760		GRMZM2G114399	gpm35	
Zm00001eb203130		GRMZM2G043242	gpm353	
Zm00001eb032340		GRMZM2G094742	gpm4	
Zm00001eb015880		GRMZM2G320325	gpm405	
Zm00001eb042970		GRMZM2G174107	gpm422	
Zm00001eb374100		GRMZM2G090980	gpm42a	
Zm00001eb280910		GRMZM2G162788	gpm436	
Zm00001eb372200		GRMZM2G072091	gpm441	
		GRMZM2G096690	gpm447	
Zm00001eb265650		GRMZM2G140998	gpm453	
Zm00001eb058700		GRMZM2G040030	gpm455	
Zm00001eb187280		GRMZM2G044627	gpm458	
Zm00001eb385600	Zm00001d046400	GRMZM2G174738	gpm46	
Zm00001eb070550		GRMZM2G040397	gpm461b	
Zm00001eb130200		GRMZM2G103771	gpm462	
Zm00001eb152700		GRMZM2G022777	gpm464	
Zm00001eb128330		GRMZM2G089982	gpm465	
Zm00001eb394660		GRMZM2G164358	gpm467	
Zm00001eb068660		GRMZM2G372074	gpm470	
Zm00001eb320280		GRMZM5G818058	gpm472	
Zm00001eb201800		GRMZM2G158400	gpm481	
Zm00001eb215380		GRMZM2G100391	gpm51	
Zm00001eb028240		GRMZM2G125052	gpm519	
Zm00001eb198120		GRMZM2G059252	gpm525	
Zm00001eb349920		GRMZM2G161643	gpm530	
Zm00001eb022670		GRMZM2G127067	gpm532	
Zm00001eb264760		GRMZM2G143788	gpm537	
Zm00001eb167480		GRMZM2G132162	gpm549	
Zm00001eb189060		GRMZM2G020938	gpm55	
Zm00001eb279570		GRMZM2G047860	gpm555	
Zm00001eb004660		GRMZM2G165998	gpm556	
Zm00001eb102200		GRMZM2G150319	gpm566c	
Zm00001eb179680		GRMZM2G160268	gpm571	
Zm00001eb087020		GRMZM2G115805	gpm573	
Zm00001eb004390		GRMZM2G300801	gpm584	
Zm00001eb375190		GRMZM2G167156	gpm602a	
Zm00001eb418040		GRMZM2G017419	gpm605	
Zm00001eb237160		GRMZM2G119725	gpm621	
Zm00001eb181230		GRMZM2G006507	gpm621a	
Zm00001eb057460		GRMZM2G058158	gpm623	
Zm00001eb345420		GRMZM5G892645	gpm624	
Zm00001eb375120		GRMZM2G000423	gpm626	
Zm00001eb138200		GRMZM2G084647	gpm628	
Zm00001eb329270		GRMZM2G024484	gpm629a	
